code,name,areaCode,provinceCode,cityCode,en
230781200,"年丰乡",230781,23,2307,"Nian Feng Xiang"
230781201,"工农乡",230781,23,2307,"Gong Nong Xiang"
230781202,"王杨乡",230781,23,2307,"Wang Yang Xiang"
230781400,"铁力林业局",230781,23,2307,"Tie Li Lin Ye Ju"
230781401,"双丰林业局",230781,23,2307,"Shuang Feng Lin Ye Ju"
230781402,"桃山林业局",230781,23,2307,"Tao Shan Lin Ye Ju"
230781403,"朗乡林业局",230781,23,2307,"Lang Xiang Lin Ye Ju"
230781500,"铁力农场",230781,23,2307,"Tie Li Nong Chang"
230803001,"西林街道",230803,23,2308,"Xi Lin Jie Dao"
230803002,"保卫街道",230803,23,2308,"Bao Wei Jie Dao"
230803003,"桥南街道",230803,23,2308,"Qiao Nan Jie Dao"
230803004,"西南岗街道",230803,23,2308,"Xi Nan Gang Jie Dao"
230803005,"建设街道",230803,23,2308,"Jian She Jie Dao"
230803006,"长安街道",230803,23,2308,"Chang An Jie Dao"
230803198,"向阳区（镇）直辖地域",230803,23,2308,"Xiang Yang Qu (Zhen )Zhi Xia Di Yu"
230804198,"前进区镇直辖",230804,23,2308,"Qian Jin Qu Zhen Zhi Xia"
230804579,"前进区农垦",230804,23,2308,"Qian Jin Qu Nong Ken"
230805001,"晓云街道",230805,23,2308,"Xiao Yun Jie Dao"
230805002,"佳东街道",230805,23,2308,"Jia Dong Jie Dao"
230805003,"造纸街道",230805,23,2308,"Zao Zhi Jie Dao"
230805004,"佳南街道",230805,23,2308,"Jia Nan Jie Dao"
230805005,"建国街道",230805,23,2308,"Jian Guo Jie Dao"
230805100,"建国镇",230805,23,2308,"Jian Guo Zhen"
230805200,"松江乡",230805,23,2308,"Song Jiang Xiang"
230805579,"东风区农垦",230805,23,2308,"Dong Feng Qu Nong Ken"
230811001,"佳西街道",230811,23,2308,"Jia Xi Jie Dao"
230811002,"友谊街道",230811,23,2308,"You Yi Jie Dao"
230811101,"大来镇",230811,23,2308,"Da Lai Zhen"
230811102,"敖其镇",230811,23,2308,"Ao Qi Zhen"
230811103,"望江镇",230811,23,2308,"Wang Jiang Zhen"
230811104,"长发镇",230811,23,2308,"Chang Fa Zhen"
230811105,"莲江口镇",230811,23,2308,"Lian Jiang Kou Zhen"
230811200,"长青乡",230811,23,2308,"Chang Qing Xiang"
230811201,"沿江乡",230811,23,2308,"Yan Jiang Xiang"
230811202,"西格木乡",230811,23,2308,"Xi Ge Mu Xiang"
230811208,"平安乡",230811,23,2308,"Ping An Xiang"
230811210,"四丰乡",230811,23,2308,"Si Feng Xiang"
230811211,"群胜乡",230811,23,2308,"Qun Sheng Xiang"
230811480,"莲江口监狱",230811,23,2308,"Lian Jiang Kou Jian Yu"
230811579,"郊区农垦",230811,23,2308,"Jiao Qu Nong Ken"
230822103,"驼腰子镇",230822,23,2308,"Tuo Yao Zi Zhen"
230822104,"石头河子镇",230822,23,2308,"Shi Tou He Zi Zhen"
230822106,"桦南镇",230822,23,2308,"Hua Nan Zhen"
230822107,"土龙山镇",230822,23,2308,"Tu Long Shan Zhen"
230822108,"孟家岗镇",230822,23,2308,"Meng Jia Gang Zhen"
230822109,"闫家镇",230822,23,2308,"Yan Jia Zhen"
230822205,"金沙乡",230822,23,2308,"Jin Sha Xiang"
230822213,"梨树乡",230822,23,2308,"Li Shu Xiang"
230822214,"明义乡",230822,23,2308,"Ming Yi Xiang"
230822215,"大八浪乡",230822,23,2308,"Da Ba Lang Xiang"
230822400,"桦南林业局",230822,23,2308,"Hua Nan Lin Ye Ju"
230822500,"曙光农场",230822,23,2308,"Shu Guang Nong Chang"
230822580,"桦南种畜场",230822,23,2308,"Hua Nan Chong Chu Chang"
230826101,"横头山镇",230826,23,2308,"Heng Tou Shan Zhen"
230826103,"苏家店镇",230826,23,2308,"Su Jia Dian Zhen"
230826104,"悦来镇",230826,23,2308,"Yue Lai Zhen"
230826105,"新城镇",230826,23,2308,"Xin Cheng Zhen"
230826106,"四马架镇",230826,23,2308,"Si Ma Jia Zhen"
230826201,"东河乡",230826,23,2308,"Dong He Xiang"
230826202,"梨丰乡",230826,23,2308,"Li Feng Xiang"
230826205,"创业乡",230826,23,2308,"Chuang Ye Xiang"
230826207,"星火乡",230826,23,2308,"Xing Huo Xiang"
230826500,"江川农场",230826,23,2308,"Jiang Chuan Nong Chang"
230826501,"宝山农场",230826,23,2308,"Bao Shan Nong Chang"
230828101,"香兰镇",230828,23,2308,"Xiang Lan Zhen"
230828102,"鹤立镇",230828,23,2308,"He Li Zhen"
230828103,"竹帘镇",230828,23,2308,"Zhu Lian Zhen"
230828104,"汤原镇",230828,23,2308,"Tang Yuan Zhen"
230828201,"汤旺乡",230828,23,2308,"Tang Wang Xiang"
230828203,"胜利乡",230828,23,2308,"Sheng Li Xiang"
230828208,"吉祥乡",230828,23,2308,"Ji Xiang Xiang"
230828209,"振兴乡",230828,23,2308,"Zhen Xing Xiang"
230828210,"太平川乡",230828,23,2308,"Tai Ping Chuan Xiang"
230828211,"永发乡",230828,23,2308,"Yong Fa Xiang"
230828400,"鹤立林业局",230828,23,2308,"He Li Lin Ye Ju"
230828480,"香兰监狱",230828,23,2308,"Xiang Lan Jian Yu"
230828500,"汤原农场",230828,23,2308,"Tang Yuan Nong Chang"
230828501,"梧桐河农场",230828,23,2308,"Wu Tong He Nong Chang"
230881001,"同江市",230881,23,2308,"Tong Jiang City"
230881100,"同江镇",230881,23,2308,"Tong Jiang Zhen"
230881101,"乐业镇",230881,23,2308,"Le Ye Zhen"
230881102,"三村镇",230881,23,2308,"San Cun Zhen"
230881103,"临江镇",230881,23,2308,"Lin Jiang Zhen"
230881104,"向阳镇",230881,23,2308,"Xiang Yang Zhen"
230881105,"青河镇",230881,23,2308,"Qing He Zhen"
230881204,"街津口乡",230881,23,2308,"Jie Jin Kou Xiang"
230881205,"八岔乡",230881,23,2308,"Ba Cha Xiang"
230881206,"金川乡",230881,23,2308,"Jin Chuan Xiang"
230881207,"银川乡",230881,23,2308,"Yin Chuan Xiang"
230881400,"街津口林场",230881,23,2308,"Jie Jin Kou Lin Chang"
230881401,"鸭北林场",230881,23,2308,"Ya Bei Lin Chang"
230881500,"勤得利农场",230881,23,2308,"Qin De Li Nong Chang"
230881501,"青龙山农场",230881,23,2308,"Qing Long Shan Nong Chang"
230881502,"前进农场",230881,23,2308,"Qian Jin Nong Chang"
230881503,"洪河农场",230881,23,2308,"Hong He Nong Chang"
230881504,"鸭绿河农场",230881,23,2308,"Ya Lu He Nong Chang"
230881505,"浓江农场",230881,23,2308,"Nong Jiang Nong Chang"
230881580,"良种场",230881,23,2308,"Liang Chong Chang"
230881581,"畜牧场",230881,23,2308,"Chu Mu Chang"
230881582,"知青农场",230881,23,2308,"Zhi Qing Nong Chang"
230882001,"城东街道",230882,23,2308,"Cheng Dong Jie Dao"
230882002,"城关",230882,23,2308,"Cheng Guan"
230882003,"城西街道",230882,23,2308,"Cheng Xi Jie Dao"
230882103,"长安镇",230882,23,2308,"Chang An Zhen"
230882106,"砚山镇",230882,23,2308,"Yan Shan Zhen"
230882107,"头林镇",230882,23,2308,"Tou Lin Zhen"
230882108,"兴隆岗镇",230882,23,2308,"Xing Long Gang Zhen"
230882109,"宏胜镇",230882,23,2308,"Hong Sheng Zhen"
230882110,"向阳川镇",230882,23,2308,"Xiang Yang Chuan Zhen"
230882111,"二龙山镇",230882,23,2308,"Er Long Shan Zhen"
230882112,"上街基镇",230882,23,2308,"Shang Jie Ji Zhen"
230882113,"锦山镇",230882,23,2308,"Jin Shan Zhen"
230882114,"大榆树镇",230882,23,2308,"Da Yu Shu Zhen"
230882400,"石砬山林场",230882,23,2308,"Shi Li Shan Lin Chang"
230882401,"东风岗林场",230882,23,2308,"Dong Feng Gang Lin Chang"
230882402,"太东林场",230882,23,2308,"Tai Dong Lin Chang"
230882403,"工农林场",230882,23,2308,"Gong Nong Lin Chang"
230882404,"富锦市国营原种场",230882,23,2308,"Fu Jin Shi Guo Ying Yuan Chong Chang"
230882405,"富锦市国营果树示范场",230882,23,2308,"Fu Jin Shi Guo Ying Guo Shu Shi Fan Chang"
230882406,"富锦市科研所",230882,23,2308,"Fu Jin Shi Ke Yan Suo"
230882407,"工业园区",230882,23,2308,"Gong Ye Yuan Qu"
230882500,"建三江管理局局直",230882,23,2308,"Jian San Jiang Guan Li Ju Ju Zhi"
230882501,"七星农场",230882,23,2308,"Qi Xing Nong Chang"
230882502,"大兴农场",230882,23,2308,"Da Xing Nong Chang"
230882503,"创业农场",230882,23,2308,"Chuang Ye Nong Chang"
230882580,"种猪场",230882,23,2308,"Chong Zhu Chang"
230882581,"种畜场",230882,23,2308,"Chong Chu Chang"
230883100,"抚远镇",230883,23,2308,"Fu Yuan Zhen"
230883101,"寒葱沟镇",230883,23,2308,"Han Cong Gou Zhen"
230883102,"浓桥镇",230883,23,2308,"Nong Qiao Zhen"
230883103,"乌苏镇",230883,23,2308,"Wu Su Zhen"
230883200,"通江乡",230883,23,2308,"Tong Jiang Xiang"
230883201,"浓江乡",230883,23,2308,"Nong Jiang Xiang"
230883202,"海青乡",230883,23,2308,"Hai Qing Xiang"
230883203,"别拉洪乡",230883,23,2308,"Bie La Hong Xiang"
230883204,"鸭南乡",230883,23,2308,"Ya Nan Xiang"
230883500,"前哨农场",230883,23,2308,"Qian Shao Nong Chang"
230883501,"前锋农场",230883,23,2308,"Qian Feng Nong Chang"
230883502,"二道河农场",230883,23,2308,"Er Dao He Nong Chang"
230902011,"兴安社区公共服务站",230902,23,2309,"Xing An She Qu Gong Gong Fu Wu Zhan"
230902012,"兴乐社区公共服务站",230902,23,2309,"Xing Le She Qu Gong Gong Fu Wu Zhan"
230902013,"兴富社区公共服务站",230902,23,2309,"Xing Fu She Qu Gong Gong Fu Wu Zhan"
230902014,"兴秀社区公共服务站",230902,23,2309,"Xing Xiu She Qu Gong Gong Fu Wu Zhan"
230902015,"兴平社区公共服务站",230902,23,2309,"Xing Ping She Qu Gong Gong Fu Wu Zhan"
230902016,"兴和社区公共服务站",230902,23,2309,"Xing He She Qu Gong Gong Fu Wu Zhan"
230902017,"兴城社区公共服务站",230902,23,2309,"Xing Cheng She Qu Gong Gong Fu Wu Zhan"
230902018,"兴盛社区公共服务站",230902,23,2309,"Xing Sheng She Qu Gong Gong Fu Wu Zhan"
230902019,"北山社区公共服务站",230902,23,2309,"Bei Shan She Qu Gong Gong Fu Wu Zhan"
230902020,"欣源社区公共服务站",230902,23,2309,"Xin Yuan She Qu Gong Gong Fu Wu Zhan"
230902021,"冬梅社区公共服务站",230902,23,2309,"Dong Mei She Qu Gong Gong Fu Wu Zhan"
230902022,"枫叶社区公共服务站",230902,23,2309,"Feng Xie She Qu Gong Gong Fu Wu Zhan"
230902023,"安居社区公共服务站",230902,23,2309,"An Ju She Qu Gong Gong Fu Wu Zhan"
230902024,"河南社区公共服务站",230902,23,2309,"He Nan She Qu Gong Gong Fu Wu Zhan"
230902025,"新立社区公共服务站",230902,23,2309,"Xin Li She Qu Gong Gong Fu Wu Zhan"
230902026,"新建社区公共服务站",230902,23,2309,"Xin Jian She Qu Gong Gong Fu Wu Zhan"
230902027,"新城社区公共服务站",230902,23,2309,"Xin Cheng She Qu Gong Gong Fu Wu Zhan"
230902028,"缸窑沟社区公共服务站",230902,23,2309,"Gang Yao Gou She Qu Gong Gong Fu Wu Zhan"
230902100,"红旗镇",230902,23,2309,"Hong Qi Zhen"
230902200,"长兴乡",230902,23,2309,"Chang Xing Xiang"
230902480,"种畜场",230902,23,2309,"Chong Chu Chang"
230902500,"北兴农场",230902,23,2309,"Bei Xing Nong Chang"
230902579,"黑龙江红兴隆农垦宝利采金",230902,23,2309,"Hei Long Jiang Hong Xing Long Nong Ken Bao Li Cai Jin"
230903031,"祥和社区公共服务站",230903,23,2309,"Xiang He She Qu Gong Gong Fu Wu Zhan"
230903032,"运管社区公共服务站",230903,23,2309,"Yun Guan She Qu Gong Gong Fu Wu Zhan"
230903033,"安康社区公共服务站",230903,23,2309,"An Kang She Qu Gong Gong Fu Wu Zhan"
230903034,"文苑社区公共服务站",230903,23,2309,"Wen Yuan She Qu Gong Gong Fu Wu Zhan"
230903035,"朝阳社区公共服务站",230903,23,2309,"Zhao Yang She Qu Gong Gong Fu Wu Zhan"
230903036,"东正社区公共服务站",230903,23,2309,"Dong Zheng She Qu Gong Gong Fu Wu Zhan"
230903037,"旭日社区公共服务站",230903,23,2309,"Xu Ri She Qu Gong Gong Fu Wu Zhan"
230903038,"花园社区公共服务站",230903,23,2309,"Hua Yuan She Qu Gong Gong Fu Wu Zhan"
230903039,"银泉社区公共服务站",230903,23,2309,"Yin Quan She Qu Gong Gong Fu Wu Zhan"
230903040,"运销社区公共服务站",230903,23,2309,"Yun Xiao She Qu Gong Gong Fu Wu Zhan"
230903041,"同仁社区公共服务站",230903,23,2309,"Tong Ren She Qu Gong Gong Fu Wu Zhan"
230903042,"东方社区公共服务站",230903,23,2309,"Dong Fang She Qu Gong Gong Fu Wu Zhan"
230903043,"学府社区公共服务站",230903,23,2309,"Xue Fu She Qu Gong Gong Fu Wu Zhan"
230903044,"桃山社区公共服务站",230903,23,2309,"Tao Shan She Qu Gong Gong Fu Wu Zhan"
230903045,"长青社区公共服务站",230903,23,2309,"Chang Qing She Qu Gong Gong Fu Wu Zhan"
230903100,"万宝河镇",230903,23,2309,"Wan Bao He Zhen"
230904001,"东风街道",230904,23,2309,"Dong Feng Jie Dao"
230904002,"向阳街道",230904,23,2309,"Xiang Yang Jie Dao"
230904003,"富强街道",230904,23,2309,"Fu Qiang Jie Dao"
230904004,"新富街道",230904,23,2309,"Xin Fu Jie Dao"
230904005,"龙湖街道",230904,23,2309,"Long Hu Jie Dao"
230904100,"茄子河镇",230904,23,2309,"Qie Zi He Zhen"
230904101,"宏伟镇",230904,23,2309,"Hong Wei Zhen"
230904200,"铁山乡",230904,23,2309,"Tie Shan Xiang"
230904201,"中心河乡",230904,23,2309,"Zhong Xin He Xiang"
230921001,"新起街道",230921,23,2309,"Xin Qi Jie Dao"
230921002,"新华街道",230921,23,2309,"Xin Hua Jie Dao"
230921003,"元明街道",230921,23,2309,"Yuan Ming Jie Dao"
230921004,"铁西街道",230921,23,2309,"Tie Xi Jie Dao"
230921005,"城西街道",230921,23,2309,"Cheng Xi Jie Dao"
230921100,"勃利镇",230921,23,2309,"Bo Li Zhen"
230921101,"小五站镇",230921,23,2309,"Xiao Wu Zhan Zhen"
230921102,"大四站镇",230921,23,2309,"Da Si Zhan Zhen"
230921103,"双河镇",230921,23,2309,"Shuang He Zhen"
230921104,"倭肯镇",230921,23,2309,"Wei Ken Zhen"
230921200,"青山乡",230921,23,2309,"Qing Shan Xiang"
230921202,"永恒乡",230921,23,2309,"Yong Heng Xiang"
230921203,"抢垦乡",230921,23,2309,"Qiang Ken Xiang"
230921204,"杏树朝鲜族乡",230921,23,2309,"Xing Shu Zhao Xian Zu Xiang"
230921205,"吉兴朝鲜族满族乡",230921,23,2309,"Ji Xing Zhao Xian Zu Man Zu Xiang"
231002001,"新安街道",231002,23,2310,"Xin An Jie Dao"
231002002,"长安街道",231002,23,2310,"Chang An Jie Dao"
231002003,"七星街道",231002,23,2310,"Qi Xing Jie Dao"
231002004,"五星街道",231002,23,2310,"Wu Xing Jie Dao"
231002101,"兴隆镇",231002,23,2310,"Xing Long Zhen"
231003001,"阳明街道",231003,23,2310,"Yang Ming Jie Dao"
231003002,"前进街道",231003,23,2310,"Qian Jin Jie Dao"
231003003,"新兴街道",231003,23,2310,"Xin Xing Jie Dao"
231003004,"桦林橡胶厂街道",231003,23,2310,"Hua Lin Xiang Xiao Han Jie Dao"
231003100,"铁岭镇",231003,23,2310,"Tie Ling Zhen"
231003101,"桦林镇",231003,23,2310,"Hua Lin Zhen"
231003102,"磨刀石镇",231003,23,2310,"Mo Dao Shi Zhen"
231003103,"五林镇",231003,23,2310,"Wu Lin Zhen"
231004001,"向阳街道",231004,23,2310,"Xiang Yang Jie Dao"
231004002,"黄花街道",231004,23,2310,"Huang Hua Jie Dao"
231004003,"铁北街道",231004,23,2310,"Tie Bei Jie Dao"
231004004,"新华街道",231004,23,2310,"Xin Hua Jie Dao"
231004005,"大庆街道",231004,23,2310,"Da Qing Jie Dao"
231004006,"兴平街道",231004,23,2310,"Xing Ping Jie Dao"
231004007,"北山街道",231004,23,2310,"Bei Shan Jie Dao"
231004100,"三道关镇",231004,23,2310,"San Dao Guan Zhen"
231005001,"先锋街道",231005,23,2310,"Xian Feng Jie Dao"
231005002,"火炬街道",231005,23,2310,"Huo Ju Jie Dao"
231005003,"立新街道",231005,23,2310,"Li Xin Jie Dao"
231005004,"牡丹街道",231005,23,2310,"Mu Dan Jie Dao"
231005005,"江滨街道",231005,23,2310,"Jiang Bin Jie Dao"
231005006,"沿江街道",231005,23,2310,"Yan Jiang Jie Dao"
231005100,"温春镇",231005,23,2310,"Wen Chun Zhen"
231005201,"海南朝鲜族乡",231005,23,2310,"Hai Nan Zhao Xian Zu Xiang"
231025100,"林口镇",231025,23,2310,"Lin Kou Zhen"
231025101,"古城镇",231025,23,2310,"Gu Cheng Zhen"
231025102,"刁翎镇",231025,23,2310,"Diao Ling Zhen"
231025104,"朱家镇",231025,23,2310,"Zhu Jia Zhen"
231025105,"柳树镇",231025,23,2310,"Liu Shu Zhen"
231025106,"三道通镇",231025,23,2310,"San Dao Tong Zhen"
231025107,"龙爪镇",231025,23,2310,"Long Zhua Zhen"
231025108,"莲花镇",231025,23,2310,"Lian Hua Zhen"
231025200,"奎山乡",231025,23,2310,"Kui Shan Xiang"
231025201,"青山乡",231025,23,2310,"Qing Shan Xiang"
231025202,"建堂乡",231025,23,2310,"Jian Tang Xiang"
231025400,"林口林业局",231025,23,2310,"Lin Kou Lin Ye Ju"
231081100,"绥芬河镇",231081,23,2310,"Sui Fen He Zhen"
231081101,"阜宁镇",231081,23,2310,"Fu Ning Zhen"
231083100,"海林镇",231083,23,2310,"Hai Lin Zhen"
231083101,"长汀镇",231083,23,2310,"Chang Ting Zhen"
231083102,"横道镇",231083,23,2310,"Heng Dao Zhen"
231083103,"山市镇",231083,23,2310,"Shan Shi Zhen"
231083104,"柴河镇",231083,23,2310,"Chai He Zhen"
231083105,"二道镇",231083,23,2310,"Er Dao Zhen"
231083106,"新安朝鲜族镇",231083,23,2310,"Xin An Zhao Xian Zu Zhen"
231083107,"三道镇",231083,23,2310,"San Dao Zhen"
231083401,"柴河林机厂街道",231083,23,2310,"Chai He Lin Ji Han Jie Dao"
231083402,"大海林林业局",231083,23,2310,"Da Hai Lin Lin Ye Ju"
231083403,"海林林业局",231083,23,2310,"Hai Lin Lin Ye Ju"
231083404,"柴河林业局",231083,23,2310,"Chai He Lin Ye Ju"
231083500,"海林农场",231083,23,2310,"Hai Lin Nong Chang"
231083501,"山市种奶牛场",231083,23,2310,"Shan Shi Chong Nai Niu Chang"
231084001,"城区街道",231084,23,2310,"Cheng Qu Jie Dao"
231084100,"宁安镇",231084,23,2310,"Ning An Zhen"
231084101,"东京城镇",231084,23,2310,"Dong Jing Cheng Zhen"
231084102,"渤海镇",231084,23,2310,"Bo Hai Zhen"
231084103,"石岩镇",231084,23,2310,"Shi Yan Zhen"
231084104,"沙兰镇",231084,23,2310,"Sha Lan Zhen"
231084105,"海浪镇",231084,23,2310,"Hai Lang Zhen"
231084106,"兰岗镇",231084,23,2310,"Lan Gang Zhen"
231084202,"江南朝鲜族满族乡",231084,23,2310,"Jiang Nan Zhao Xian Zu Man Zu Xiang"
231084206,"卧龙朝鲜族乡",231084,23,2310,"Wo Long Zhao Xian Zu Xiang"
231084208,"马河乡",231084,23,2310,"Ma He Xiang"
231084210,"镜泊乡",231084,23,2310,"Jing Bo Xiang"
231084211,"三陵乡",231084,23,2310,"San Ling Xiang"
231084400,"东京城林业局",231084,23,2310,"Dong Jing Cheng Lin Ye Ju"
231084500,"宁安农场",231084,23,2310,"Ning An Nong Chang"
231085100,"八面通镇",231085,23,2310,"Ba Mian Tong Zhen"
231085101,"穆棱镇",231085,23,2310,"Mu Leng Zhen"
231085102,"下城子镇",231085,23,2310,"Xia Cheng Zi Zhen"
231085103,"马桥河镇",231085,23,2310,"Ma Qiao He Zhen"
231085104,"兴源镇",231085,23,2310,"Xing Yuan Zhen"
231085200,"福录乡",231085,23,2310,"Fu Lu Xiang"
231085201,"河西乡",231085,23,2310,"He Xi Xiang"
231085202,"共和乡",231085,23,2310,"Gong He Xiang"
231085400,"八面通林业局",231085,23,2310,"Ba Mian Tong Lin Ye Ju"
231085401,"穆棱林业局",231085,23,2310,"Mu Leng Lin Ye Ju"
231086100,"东宁镇",231086,23,2310,"Dong Ning Zhen"
231086101,"三岔口镇",231086,23,2310,"San Cha Kou Zhen"
231086102,"大肚川镇",231086,23,2310,"Da Du Chuan Zhen"
231086103,"老黑山镇",231086,23,2310,"Lao Hei Shan Zhen"
231086104,"道河镇",231086,23,2310,"Dao He Zhen"
231086105,"绥阳镇",231086,23,2310,"Sui Yang Zhen"
231086400,"绥阳林业局",231086,23,2310,"Sui Yang Lin Ye Ju"
231102001,"花园街道",231102,23,2311,"Hua Yuan Jie Dao"
231102002,"兴安街道",231102,23,2311,"Xing An Jie Dao"
231102003,"海兰街道",231102,23,2311,"Hai Lan Jie Dao"
231102004,"西兴街道",231102,23,2311,"Xi Xing Jie Dao"
231102101,"西岗子镇",231102,23,2311,"Xi Gang Zi Zhen"
231102102,"爱辉镇",231102,23,2311,"Ai Hui Zhen"
231102103,"罕达汽镇",231102,23,2311,"Han Da Qi Zhen"
231102200,"幸福乡",231102,23,2311,"Xing Fu Xiang"
231102201,"四嘉子乡",231102,23,2311,"Si Jia Zi Xiang"
231102202,"坤河乡",231102,23,2311,"Kun He Xiang"
231102203,"上马厂乡",231102,23,2311,"Shang Ma Han Xiang"
231102204,"张地营子乡",231102,23,2311,"Zhang Di Ying Zi Xiang"
231102205,"西峰山乡",231102,23,2311,"Xi Feng Shan Xiang"
231102206,"新生乡",231102,23,2311,"Xin Sheng Xiang"
231102207,"二站乡",231102,23,2311,"Er Zhan Xiang"
231102407,"大平林场",231102,23,2311,"Da Ping Lin Chang"
231102408,"七二七林场",231102,23,2311,"Qi Er Qi Lin Chang"
231102409,"望峰林场",231102,23,2311,"Wang Feng Lin Chang"
231102410,"卡伦山林场",231102,23,2311,"Qia Lun Shan Lin Chang"
231102411,"胜山林场",231102,23,2311,"Sheng Shan Lin Chang"
231102412,"二站林场",231102,23,2311,"Er Zhan Lin Chang"
231102413,"三站林场",231102,23,2311,"San Zhan Lin Chang"
231102414,"大岭林场",231102,23,2311,"Da Ling Lin Chang"
231102415,"桦皮窑林场",231102,23,2311,"Hua Pi Yao Lin Chang"
231102416,"滨南林场",231102,23,2311,"Bin Nan Lin Chang"
231102417,"江防林场",231102,23,2311,"Jiang Fang Lin Chang"
231102418,"河南屯林场",231102,23,2311,"He Nan Tun Lin Chang"
231102421,"西岗子试验林场",231102,23,2311,"Xi Gang Zi Shi Yan Lin Chang"
231102425,"大新屯储木场",231102,23,2311,"Da Xin Tun Chu Mu Chang"
231102480,"宋集屯煤矿",231102,23,2311,"Song Ji Tun Mei Kuang"
231102481,"西岗子煤矿",231102,23,2311,"Xi Gang Zi Mei Kuang"
231102482,"东方红煤矿",231102,23,2311,"Dong Fang Hong Mei Kuang"
231102500,"锦河农场",231102,23,2311,"Jin He Nong Chang"
231102580,"奶牛场",231102,23,2311,"Nai Niu Chang"
231102581,"种畜场",231102,23,2311,"Chong Chu Chang"
231102582,"第二良种场",231102,23,2311,"Di Er Liang Chong Chang"
231102583,"第一良种场",231102,23,2311,"Di Yi Liang Chong Chang"
231121100,"嫩江镇",231121,23,2311,"Nen Jiang Zhen"
231121101,"伊拉哈镇",231121,23,2311,"Yi La Ha Zhen"
231121102,"双山镇",231121,23,2311,"Shuang Shan Zhen"
231121103,"多宝山镇",231121,23,2311,"Duo Bao Shan Zhen"
231121104,"海江镇",231121,23,2311,"Hai Jiang Zhen"
231121105,"前进镇",231121,23,2311,"Qian Jin Zhen"
231121106,"长福镇",231121,23,2311,"Chang Fu Zhen"
231121107,"科洛镇",231121,23,2311,"Ke Luo Zhen"
231121202,"临江乡",231121,23,2311,"Lin Jiang Xiang"
231121206,"联兴乡",231121,23,2311,"Lian Xing Xiang"
231121207,"白云乡",231121,23,2311,"Bai Yun Xiang"
231121208,"塔溪乡",231121,23,2311,"Ta Xi Xiang"
231121210,"霍龙门乡",231121,23,2311,"Huo Long Men Xiang"
231121211,"长江乡",231121,23,2311,"Chang Jiang Xiang"
231121400,"多宝山铜矿",231121,23,2311,"Duo Bao Shan Tong Kuang"
231121500,"九三管理局局直",231121,23,2311,"Jiu San Guan Li Ju Ju Zhi"
231121501,"鹤山农场",231121,23,2311,"He Shan Nong Chang"
231121502,"大西江农场",231121,23,2311,"Da Xi Jiang Nong Chang"
231121503,"尖山农场",231121,23,2311,"Jian Shan Nong Chang"
231121504,"荣军农场",231121,23,2311,"Rong Jun Nong Chang"
231121505,"红五月农场",231121,23,2311,"Hong Wu Yue Nong Chang"
231121506,"七星泡农场",231121,23,2311,"Qi Xing Pao Nong Chang"
231121507,"嫩江农场",231121,23,2311,"Nen Jiang Nong Chang"
231121508,"山河农场",231121,23,2311,"Shan He Nong Chang"
231121509,"嫩北农场",231121,23,2311,"Nen Bei Nong Chang"
231121510,"建边农场",231121,23,2311,"Jian Bian Nong Chang"
231121581,"马铃薯原种繁殖场",231121,23,2311,"Ma Ling Shu Yuan Chong Fan Zhi Chang"
231123001,"奇克街道",231123,23,2311,"Qi Ke Jie Dao"
231123100,"奇克镇",231123,23,2311,"Qi Ke Zhen"
231123101,"逊河镇",231123,23,2311,"Xun He Zhen"
231123102,"逊克县克林镇",231123,23,2311,"Xun Ke undefined Ke Lin Zhen"
231123201,"干岔子乡",231123,23,2311,"Gan Cha Zi Xiang"
231123202,"松树沟乡",231123,23,2311,"Song Shu Gou Xiang"
231123203,"车陆乡",231123,23,2311,"Che Lu Xiang"
231123204,"新鄂乡",231123,23,2311,"Xin E Xiang"
231123205,"新兴乡",231123,23,2311,"Xin Xing Xiang"
231123207,"宝山乡",231123,23,2311,"Bao Shan Xiang"
231123402,"道干林场",231123,23,2311,"Dao Gan Lin Chang"
231123403,"干岔子林场",231123,23,2311,"Gan Cha Zi Lin Chang"
231123404,"新立林场",231123,23,2311,"Xin Li Lin Chang"
231123405,"三间房林场",231123,23,2311,"San Jian Fang Lin Chang"
231123406,"良种场",231123,23,2311,"Liang Chong Chang"
231123407,"种畜场",231123,23,2311,"Chong Chu Chang"
231123500,"逊克农场",231123,23,2311,"Xun Ke Nong Chang"
231124001,"孙吴城区街道",231124,23,2311,"Sun Wu Cheng Qu Jie Dao"
231124100,"孙吴镇",231124,23,2311,"Sun Wu Zhen"
231124101,"辰清镇",231124,23,2311,"Chen Qing Zhen"
231124201,"西兴乡",231124,23,2311,"Xi Xing Xiang"
231124202,"沿江满族乡",231124,23,2311,"Yan Jiang Man Zu Xiang"
231124203,"腰屯乡",231124,23,2311,"Yao Tun Xiang"
231124204,"卧牛河乡",231124,23,2311,"Wo Niu He Xiang"
231124205,"群山乡",231124,23,2311,"Qun Shan Xiang"
231124206,"奋斗乡",231124,23,2311,"Fen Dou Xiang"
231124207,"红旗乡",231124,23,2311,"Hong Qi Xiang"
231124208,"正阳山乡",231124,23,2311,"Zheng Yang Shan Xiang"
231124210,"清溪乡",231124,23,2311,"Qing Xi Xiang"
231124402,"前进林场",231124,23,2311,"Qian Jin Lin Chang"
231124403,"大河口林场",231124,23,2311,"Da He Kou Lin Chang"
231124404,"正阳林场",231124,23,2311,"Zheng Yang Lin Chang"
