code,name,cityCode,provinceCode,en
220421,"东丰县",2204,22,"Dong Feng County"
220422,"东辽县",2204,22,"Dong Liao County"
220502,"东昌区",2205,22,"Dong Chang District"
220503,"二道江区",2205,22,"Er Dao Jiang District"
220521,"通化县",2205,22,"Tong Hua County"
220523,"辉南县",2205,22,"Hui Nan County"
220524,"柳河县",2205,22,"Liu He County"
220581,"梅河口市",2205,22,"Mei He Kou City"
220582,"集安市",2205,22,"Ji An City"
220602,"浑江区",2206,22,"Ba Dao Jiang District"
220605,"江源区",2206,22,"Jiang Yuan District"
220621,"抚松县",2206,22,"Fu Song County"
220622,"靖宇县",2206,22,"Jing Yu County"
220623,"长白朝鲜族自治县",2206,22,"Chang Bai Zhao Xian Zu Autonomous County"
220681,"临江市",2206,22,"Lin Jiang City"
220702,"宁江区",2207,22,"Ning Jiang District"
220721,"前郭尔罗斯蒙古族自治县",2207,22,"Qian Guo Er Luo Si Meng Gu Zu Autonomous County"
220722,"长岭县",2207,22,"Chang Ling County"
220723,"乾安县",2207,22,"Gan An County"
220781,"扶余市",2207,22,"Fu Yu City"
220802,"洮北区",2208,22,"Tao Bei District"
220821,"镇赉县",2208,22,"Zhen Lai County"
220822,"通榆县",2208,22,"Tong Yu County"
220881,"洮南市",2208,22,"Tao Nan City"
220882,"大安市",2208,22,"Da An City"
222401,"延吉市",2224,22,"Yan Ji City"
222402,"图们市",2224,22,"Tu Men City"
222403,"敦化市",2224,22,"Dun Hua City"
222404,"珲春市",2224,22,"Hun Chun City"
222405,"龙井市",2224,22,"Long Jing City"
222406,"和龙市",2224,22,"He Long City"
222424,"汪清县",2224,22,"Wang Qing County"
222426,"安图县",2224,22,"An Tu County"
230102,"道里区",2301,23,"Dao Li District"
230103,"南岗区",2301,23,"Nan Gang District"
230104,"道外区",2301,23,"Dao Wai District"
230108,"平房区",2301,23,"Ping Fang District"
230109,"松北区",2301,23,"Song Bei District"
230110,"香坊区",2301,23,"Xiang Fang District"
230111,"呼兰区",2301,23,"Hu Lan District"
230112,"阿城区",2301,23,"A Cheng District"
230113,"双城区",2301,23,"Shuang Cheng District"
230123,"依兰县",2301,23,"Yi Lan County"
230124,"方正县",2301,23,"Fang Zheng County"
230125,"宾县",2301,23,"Bin County"
230126,"巴彦县",2301,23,"Ba Yan County"
230127,"木兰县",2301,23,"Mu Lan County"
230128,"通河县",2301,23,"Tong He County"
230129,"延寿县",2301,23,"Yan Shou County"
230183,"尚志市",2301,23,"Shang Zhi City"
230184,"五常市",2301,23,"Wu Chang City"
230202,"龙沙区",2302,23,"Long Sha District"
230203,"建华区",2302,23,"Jian Hua District"
230204,"铁锋区",2302,23,"Tie Feng District"
230205,"昂昂溪区",2302,23,"Ang Ang Xi District"
230206,"富拉尔基区",2302,23,"Fu La Er Ji District"
230207,"碾子山区",2302,23,"Nian Zi Shan District"
230208,"梅里斯达斡尔族区",2302,23,"Mei Li Si Da Wo Er Zu District"
230221,"龙江县",2302,23,"Long Jiang County"
230223,"依安县",2302,23,"Yi An County"
230224,"泰来县",2302,23,"Tai Lai County"
230225,"甘南县",2302,23,"Gan Nan County"
230227,"富裕县",2302,23,"Fu Yu County"
230229,"克山县",2302,23,"Ke Shan County"
230230,"克东县",2302,23,"Ke Dong County"
230231,"拜泉县",2302,23,"Bai Quan County"
230281,"讷河市",2302,23,"Ne He City"
230302,"鸡冠区",2303,23,"Ji Guan District"
230303,"恒山区",2303,23,"Heng Shan District"
230304,"滴道区",2303,23,"Di Dao District"
230305,"梨树区",2303,23,"Li Shu District"
230306,"城子河区",2303,23,"Cheng Zi He District"
230307,"麻山区",2303,23,"Ma Shan District"
230321,"鸡东县",2303,23,"Ji Dong County"
230381,"虎林市",2303,23,"Hu Lin City"
230382,"密山市",2303,23,"Mi Shan City"
230402,"向阳区",2304,23,"Xiang Yang District"
230403,"工农区",2304,23,"Gong Nong District"
230404,"南山区",2304,23,"Nan Shan District"
230405,"兴安区",2304,23,"Xing An District"
230406,"东山区",2304,23,"Dong Shan District"
230407,"兴山区",2304,23,"Xing Shan District"
230421,"萝北县",2304,23,"Luo Bei County"
230422,"绥滨县",2304,23,"Sui Bin County"
230502,"尖山区",2305,23,"Jian Shan District"
230503,"岭东区",2305,23,"Ling Dong District"
230505,"四方台区",2305,23,"Si Fang Tai District"
230506,"宝山区",2305,23,"Bao Shan District"
230521,"集贤县",2305,23,"Ji Xian County"
230522,"友谊县",2305,23,"You Yi County"
230523,"宝清县",2305,23,"Bao Qing County"
230524,"饶河县",2305,23,"Rao He County"
230602,"萨尔图区",2306,23,"Sa Er Tu District"
230603,"龙凤区",2306,23,"Long Feng District"
230604,"让胡路区",2306,23,"Rang Hu Lu District"
230605,"红岗区",2306,23,"Hong Gang District"
230606,"大同区",2306,23,"Da Tong District"
230621,"肇州县",2306,23,"Zhao Zhou County"
230622,"肇源县",2306,23,"Zhao Yuan County"
230623,"林甸县",2306,23,"Lin Dian County"
230624,"杜尔伯特蒙古族自治县",2306,23,"Du Er Bo Te Meng Gu Zu Autonomous County"
230702,"伊春区",2307,23,"Yi Chun District"
230703,"南岔区",2307,23,"Nan Cha District"
230704,"友好区",2307,23,"You Hao District"
230705,"西林区",2307,23,"Xi Lin District"
230706,"翠峦区",2307,23,"Cui Luan District"
230707,"新青区",2307,23,"Xin Qing District"
230708,"美溪区",2307,23,"Mei Xi District"
230709,"金山屯区",2307,23,"Jin Shan Tun District"
230710,"五营区",2307,23,"Wu Ying District"
230711,"乌马河区",2307,23,"Wu Ma He District"
230712,"汤旺河区",2307,23,"Tang Wang He District"
230713,"带岭区",2307,23,"Dai Ling District"
230714,"乌伊岭区",2307,23,"Wu Yi Ling District"
230715,"红星区",2307,23,"Hong Xing District"
230716,"上甘岭区",2307,23,"Shang Gan Ling District"
230722,"嘉荫县",2307,23,"Jia Yin County"
230781,"铁力市",2307,23,"Tie Li City"
230803,"向阳区",2308,23,"Xiang Yang District"
230804,"前进区",2308,23,"Qian Jin District"
230805,"东风区",2308,23,"Dong Feng District"
230811,"郊区",2308,23,"Jiao District"
230822,"桦南县",2308,23,"Hua Nan County"
230826,"桦川县",2308,23,"Hua Chuan County"
230828,"汤原县",2308,23,"Tang Yuan County"
230881,"同江市",2308,23,"Tong Jiang City"
230882,"富锦市",2308,23,"Fu Jin City"
230883,"抚远市",2308,23,"Fu Yuan City"
230902,"新兴区",2309,23,"Xin Xing District"
230903,"桃山区",2309,23,"Tao Shan District"
230904,"茄子河区",2309,23,"Qie Zi He District"
230921,"勃利县",2309,23,"Bo Li County"
231002,"东安区",2310,23,"Dong An District"
231003,"阳明区",2310,23,"Yang Ming District"
231004,"爱民区",2310,23,"Ai Min District"
231005,"西安区",2310,23,"Xi An District"
231025,"林口县",2310,23,"Lin Kou County"
231081,"绥芬河市",2310,23,"Sui Fen He City"
231083,"海林市",2310,23,"Hai Lin City"
231084,"宁安市",2310,23,"Ning An City"
231085,"穆棱市",2310,23,"Mu Leng City"
231086,"东宁市",2310,23,"Dong Ning City"
231102,"爱辉区",2311,23,"Ai Hui District"
231121,"嫩江县",2311,23,"Nen Jiang County"
231123,"逊克县",2311,23,"Xun Ke County"
231124,"孙吴县",2311,23,"Sun Wu County"
231181,"北安市",2311,23,"Bei An City"
231182,"五大连池市",2311,23,"Wu Da Lian Chi City"
231202,"北林区",2312,23,"Bei Lin District"
231221,"望奎县",2312,23,"Wang Kui County"
231222,"兰西县",2312,23,"Lan Xi County"
231223,"青冈县",2312,23,"Qing Gang County"
231224,"庆安县",2312,23,"Qing An County"
231225,"明水县",2312,23,"Ming Shui County"
231226,"绥棱县",2312,23,"Sui Leng County"
231281,"安达市",2312,23,"An Da City"
231282,"肇东市",2312,23,"Zhao Dong City"
231283,"海伦市",2312,23,"Hai Lun City"
232721,"呼玛县",2327,23,"Hu Ma County"
232722,"塔河县",2327,23,"Ta He County"
232723,"漠河县",2327,23,"Mo He County"
310101,"黄浦区",3101,31,"Huang Pu District"
310104,"徐汇区",3101,31,"Xu Hui District"
310105,"长宁区",3101,31,"Chang Ning District"
310106,"静安区",3101,31,"Jing An District"
310107,"普陀区",3101,31,"Pu Tuo District"
310109,"虹口区",3101,31,"Hong Kou District"
310110,"杨浦区",3101,31,"Yang Pu District"
310112,"闵行区",3101,31,"Min Xing District"
310113,"宝山区",3101,31,"Bao Shan District"
310114,"嘉定区",3101,31,"Jia Ding District"
310115,"浦东新区",3101,31,"Pu Dong Xin District"
310116,"金山区",3101,31,"Jin Shan District"
310117,"松江区",3101,31,"Song Jiang District"
310118,"青浦区",3101,31,"Qing Pu District"
310120,"奉贤区",3101,31,"Feng Xian District"
310151,"崇明区",3101,31,"Chong Ming District"
320102,"玄武区",3201,32,"Xuan Wu District"
320104,"秦淮区",3201,32,"Qin Huai District"
320105,"建邺区",3201,32,"Jian Ye District"
320106,"鼓楼区",3201,32,"Gu Lou District"
320111,"浦口区",3201,32,"Pu Kou District"
320113,"栖霞区",3201,32,"Qi Xia District"
320114,"雨花台区",3201,32,"Yu Hua Tai District"
320115,"江宁区",3201,32,"Jiang Ning District"
320116,"六合区",3201,32,"Liu He District"
320117,"溧水区",3201,32,"Li Shui District"
320118,"高淳区",3201,32,"Gao Chun District"
320205,"锡山区",3202,32,"Xi Shan District"
320206,"惠山区",3202,32,"Hui Shan District"
320211,"滨湖区",3202,32,"Bin Hu District"
320213,"梁溪区",3202,32,"Liang Xi District"
140427,"壶关县",1404,14,"Hu Guan County"
140428,"长子县",1404,14,"Chang Zi County"
211002,"白塔区",2110,21,"Bai Ta District"
320214,"新吴区",3202,32,"Xin Wu District"
320281,"江阴市",3202,32,"Jiang Yin City"
320282,"宜兴市",3202,32,"Yi Xing City"
320302,"鼓楼区",3203,32,"Gu Lou District"
320303,"云龙区",3203,32,"Yun Long District"
320305,"贾汪区",3203,32,"Jia Wang District"
320311,"泉山区",3203,32,"Quan Shan District"
320312,"铜山区",3203,32,"Tong Shan District"
320321,"丰县",3203,32,"Feng County"
320322,"沛县",3203,32,"Pei County"
320324,"睢宁县",3203,32,"Sui Ning County"
320381,"新沂市",3203,32,"Xin Yi City"
320382,"邳州市",3203,32,"Pei Zhou City"
320402,"天宁区",3204,32,"Tian Ning District"
320404,"钟楼区",3204,32,"Zhong Lou District"
320411,"新北区",3204,32,"Xin Bei District"
320412,"武进区",3204,32,"Wu Jin District"
320413,"金坛区",3204,32,"Jin Tan District"
320481,"溧阳市",3204,32,"Li Yang City"
320505,"虎丘区",3205,32,"Hu Qiu District"
320506,"吴中区",3205,32,"Wu Zhong District"
320507,"相城区",3205,32,"Xiang Cheng District"
320508,"姑苏区",3205,32,"Gu Su District"
320509,"吴江区",3205,32,"Wu Jiang District"
320581,"常熟市",3205,32,"Chang Shou City"
320582,"张家港市",3205,32,"Zhang Jia Gang City"
320583,"昆山市",3205,32,"Kun Shan City"
320585,"太仓市",3205,32,"Tai Cang City"
320602,"崇川区",3206,32,"Chong Chuan District"
320611,"港闸区",3206,32,"Gang Zha District"
320612,"通州区",3206,32,"Tong Zhou District"
320621,"海安县",3206,32,"Hai An County"
320623,"如东县",3206,32,"Ru Dong County"
320681,"启东市",3206,32,"Qi Dong City"
320682,"如皋市",3206,32,"Ru Gao City"
320684,"海门市",3206,32,"Hai Men City"
320703,"连云区",3207,32,"Lian Yun District"
320706,"海州区",3207,32,"Hai Zhou District"
320707,"赣榆区",3207,32,"Gan Yu District"
320722,"东海县",3207,32,"Dong Hai County"
320723,"灌云县",3207,32,"Guan Yun County"
320724,"灌南县",3207,32,"Guan Nan County"
320803,"淮安区",3208,32,"Chu Zhou District"
320804,"淮阴区",3208,32,"Huai Yin District"
320812,"清江浦区",3208,32,"Qing Jiang Pu District"
320813,"洪泽区",3208,32,"Hong Ze District"
320826,"涟水县",3208,32,"Lian Shui County"
320830,"盱眙县",3208,32,"Xu Chi County"
320831,"金湖县",3208,32,"Jin Hu County"
320902,"亭湖区",3209,32,"Ting Hu District"
320903,"盐都区",3209,32,"Yan Du District"
320904,"大丰区",3209,32,"Da Feng District"
320921,"响水县",3209,32,"Xiang Shui County"
320922,"滨海县",3209,32,"Bin Hai County"
320923,"阜宁县",3209,32,"Fu Ning County"
320924,"射阳县",3209,32,"She Yang County"
320925,"建湖县",3209,32,"Jian Hu County"
320981,"东台市",3209,32,"Dong Tai City"
321002,"广陵区",3210,32,"Guang Ling District"
321003,"邗江区",3210,32,"Han Jiang District"
321012,"江都区",3210,32,"Jiang Du District"
321023,"宝应县",3210,32,"Bao Ying County"
321081,"仪征市",3210,32,"Yi Zheng City"
321084,"高邮市",3210,32,"Gao You City"
321102,"京口区",3211,32,"Jing Kou District"
321111,"润州区",3211,32,"Run Zhou District"
321112,"丹徒区",3211,32,"Dan Tu District"
321181,"丹阳市",3211,32,"Dan Yang City"
321182,"扬中市",3211,32,"Yang Zhong City"
321183,"句容市",3211,32,"Ju Rong City"
321202,"海陵区",3212,32,"Hai Ling District"
321203,"高港区",3212,32,"Gao Gang District"
321204,"姜堰区",3212,32,"Jiang Yan District"
321281,"兴化市",3212,32,"Xing Hua City"
321282,"靖江市",3212,32,"Jing Jiang City"
321283,"泰兴市",3212,32,"Tai Xing City"
321302,"宿城区",3213,32,"Su Cheng District"
321311,"宿豫区",3213,32,"Su Yu District"
321322,"沭阳县",3213,32,"Shu Yang County"
321323,"泗阳县",3213,32,"Si Yang County"
321324,"泗洪县",3213,32,"Si Hong County"
330102,"上城区",3301,33,"Shang Cheng District"
330103,"下城区",3301,33,"Xia Cheng District"
330104,"江干区",3301,33,"Jiang Gan District"
330105,"拱墅区",3301,33,"Gong Shu District"
330106,"西湖区",3301,33,"Xi Hu District"
330108,"滨江区",3301,33,"Bin Jiang District"
330109,"萧山区",3301,33,"Xiao Shan District"
330110,"余杭区",3301,33,"Yu Hang District"
330111,"富阳区",3301,33,"Fu Yang District"
330122,"桐庐县",3301,33,"Tong Lu County"
330127,"淳安县",3301,33,"Chun An County"
330182,"建德市",3301,33,"Jian De City"
330185,"临安市",3301,33,"Lin An City"
330203,"海曙区",3302,33,"Hai Shu District"
330204,"江东区",3302,33,"Jiang Dong District"
330205,"江北区",3302,33,"Jiang Bei District"
330206,"北仑区",3302,33,"Bei Lun District"
330211,"镇海区",3302,33,"Zhen Hai District"
330212,"鄞州区",3302,33,"Yin Zhou District"
330225,"象山县",3302,33,"Xiang Shan County"
330226,"宁海县",3302,33,"Ning Hai County"
330281,"余姚市",3302,33,"Yu Yao City"
330282,"慈溪市",3302,33,"Ci Xi City"
330283,"奉化市",3302,33,"Feng Hua City"
330302,"鹿城区",3303,33,"Lu Cheng District"
330303,"龙湾区",3303,33,"Long Wan District"
330304,"瓯海区",3303,33,"Ou Hai District"
330305,"洞头区",3303,33,"Dong Tou District"
330324,"永嘉县",3303,33,"Yong Jia County"
330326,"平阳县",3303,33,"Ping Yang County"
330327,"苍南县",3303,33,"Cang Nan County"
330328,"文成县",3303,33,"Wen Cheng County"
330329,"泰顺县",3303,33,"Tai Shun County"
330381,"瑞安市",3303,33,"Rui An City"
330382,"乐清市",3303,33,"Le Qing City"
330402,"南湖区",3304,33,"Nan Hu District"
330411,"秀洲区",3304,33,"Xiu Zhou District"
330421,"嘉善县",3304,33,"Jia Shan County"
330424,"海盐县",3304,33,"Hai Yan County"
330481,"海宁市",3304,33,"Hai Ning City"
330482,"平湖市",3304,33,"Ping Hu City"
330483,"桐乡市",3304,33,"Tong Xiang City"
330502,"吴兴区",3305,33,"Wu Xing District"
330503,"南浔区",3305,33,"Nan Xun District"
330521,"德清县",3305,33,"De Qing County"
330522,"长兴县",3305,33,"Chang Xing County"
330523,"安吉县",3305,33,"An Ji County"
330602,"越城区",3306,33,"Yue Cheng District"
330603,"柯桥区",3306,33,"Ke Qiao District"
330604,"上虞区",3306,33,"Shang Yu District"
330624,"新昌县",3306,33,"Xin Chang County"
330681,"诸暨市",3306,33,"Zhu Ji City"
330683,"嵊州市",3306,33,"Sheng Zhou City"
330702,"婺城区",3307,33,"Wu Cheng District"
330703,"金东区",3307,33,"Jin Dong District"
330723,"武义县",3307,33,"Wu Yi County"
330726,"浦江县",3307,33,"Pu Jiang County"
330727,"磐安县",3307,33,"Pan An County"
330781,"兰溪市",3307,33,"Lan Xi City"
330782,"义乌市",3307,33,"Yi Wu City"
330783,"东阳市",3307,33,"Dong Yang City"
330784,"永康市",3307,33,"Yong Kang City"
330802,"柯城区",3308,33,"Ke Cheng District"
330803,"衢江区",3308,33,"Qu Jiang District"
330822,"常山县",3308,33,"Chang Shan County"
330824,"开化县",3308,33,"Kai Hua County"
330825,"龙游县",3308,33,"Long You County"
330881,"江山市",3308,33,"Jiang Shan City"
330902,"定海区",3309,33,"Ding Hai District"
330903,"普陀区",3309,33,"Pu Tuo District"
330921,"岱山县",3309,33,"Dai Shan County"
330922,"嵊泗县",3309,33,"Sheng Si County"
331002,"椒江区",3310,33,"Jiao Jiang District"
331003,"黄岩区",3310,33,"Huang Yan District"
331004,"路桥区",3310,33,"Lu Qiao District"
331021,"玉环县",3310,33,"Yu Huan County"
331022,"三门县",3310,33,"San Men County"
331023,"天台县",3310,33,"Tian Tai County"
331024,"仙居县",3310,33,"Xian Ju County"
331081,"温岭市",3310,33,"Wen Ling City"
331082,"临海市",3310,33,"Lin Hai City"
331102,"莲都区",3311,33,"Lian Du District"
331121,"青田县",3311,33,"Qing Tian County"
331122,"缙云县",3311,33,"Jin Yun County"
331123,"遂昌县",3311,33,"Sui Chang County"
331124,"松阳县",3311,33,"Song Yang County"
331125,"云和县",3311,33,"Yun He County"
331126,"庆元县",3311,33,"Qing Yuan County"
331127,"景宁畲族自治县",3311,33,"Jing Ning Yu Zu Autonomous County"
331181,"龙泉市",3311,33,"Long Quan City"
340102,"瑶海区",3401,34,"Yao Hai District"
340103,"庐阳区",3401,34,"Lu Yang District"
340104,"蜀山区",3401,34,"Shu Shan District"
340111,"包河区",3401,34,"Bao He District"
340121,"长丰县",3401,34,"Chang Feng County"
340122,"肥东县",3401,34,"Fei Dong County"
340123,"肥西县",3401,34,"Fei Xi County"
340124,"庐江县",3401,34,"Lu Jiang undefined"
340181,"巢湖市",3401,34,"Chao Hu City"
340202,"镜湖区",3402,34,"Jing Hu District"
340203,"弋江区",3402,34,"Yi Jiang District"
340207,"鸠江区",3402,34,"Jiu Jiang District"
340208,"三山区",3402,34,"San Shan District"
340221,"芜湖县",3402,34,"Wu Hu County"
340222,"繁昌县",3402,34,"Fan Chang County"
340223,"南陵县",3402,34,"Nan Ling County"
340225,"无为县",3402,34,"Wu Wei undefined"
340302,"龙子湖区",3403,34,"Long Zi Hu District"
340303,"蚌山区",3403,34,"Bang Shan District"
340304,"禹会区",3403,34,"Yu Hui District"
340311,"淮上区",3403,34,"Huai Shang District"
340321,"怀远县",3403,34,"Huai Yuan County"
340322,"五河县",3403,34,"Wu He County"
340323,"固镇县",3403,34,"Gu Zhen County"
340402,"大通区",3404,34,"Da Tong District"
340403,"田家庵区",3404,34,"Tian Jia An District"
340404,"谢家集区",3404,34,"Xie Jia Ji District"
340405,"八公山区",3404,34,"Ba Gong Shan District"
340406,"潘集区",3404,34,"Pan Ji District"
340421,"凤台县",3404,34,"Feng Tai County"
340422,"寿县",3404,34,"Shou undefined"
340503,"花山区",3405,34,"Hua Shan District"
340504,"雨山区",3405,34,"Yu Shan District"
340506,"博望区",3405,34,"Bo Wang District"
340521,"当涂县",3405,34,"Dang Tu County"
340522,"含山县",3405,34,"Han Shan undefined"
340523,"和县",3405,34,"He undefined"
340602,"杜集区",3406,34,"Du Ji District"
340603,"相山区",3406,34,"Xiang Shan District"
340604,"烈山区",3406,34,"Lie Shan District"
340621,"濉溪县",3406,34,"Sui Xi County"
340705,"铜官区",3407,34,"Tong Guan District"
340706,"义安区",3407,34,"Yi An District"
340711,"郊区",3407,34,"Jiao District"
340722,"枞阳县",3407,34,"Cong Yang undefined"
340802,"迎江区",3408,34,"Ying Jiang District"
340803,"大观区",3408,34,"Da Guan District"
340811,"宜秀区",3408,34,"Yi Xiu District"
340822,"怀宁县",3408,34,"Huai Ning County"
340824,"潜山县",3408,34,"Qian Shan County"
340825,"太湖县",3408,34,"Tai Hu County"
340826,"宿松县",3408,34,"Su Song County"
340827,"望江县",3408,34,"Wang Jiang County"
340828,"岳西县",3408,34,"Yue Xi County"
340881,"桐城市",3408,34,"Tong Cheng City"
341002,"屯溪区",3410,34,"Tun Xi District"
341003,"黄山区",3410,34,"Huang Shan District"
341004,"徽州区",3410,34,"Hui Zhou District"
341021,"歙县",3410,34,"Xi County"
341022,"休宁县",3410,34,"Xiu Ning County"
341023,"黟县",3410,34,"Yi County"
341024,"祁门县",3410,34,"Qi Men County"
341102,"琅琊区",3411,34,"Lang Ye District"
341103,"南谯区",3411,34,"Nan Qiao District"
341122,"来安县",3411,34,"Lai An County"
341124,"全椒县",3411,34,"Quan Jiao County"
341125,"定远县",3411,34,"Ding Yuan County"
341126,"凤阳县",3411,34,"Feng Yang County"
341181,"天长市",3411,34,"Tian Chang City"
341182,"明光市",3411,34,"Ming Guang City"
341202,"颍州区",3412,34,"Ying Zhou District"
341203,"颍东区",3412,34,"Ying Dong District"
341204,"颍泉区",3412,34,"Ying Quan District"
341221,"临泉县",3412,34,"Lin Quan County"
341222,"太和县",3412,34,"Tai He County"
341225,"阜南县",3412,34,"Fu Nan County"
341226,"颍上县",3412,34,"Ying Shang County"
341282,"界首市",3412,34,"Jie Shou City"
341302,"埇桥区",3413,34,"Yong Qiao District"
341321,"砀山县",3413,34,"Dang Shan County"
341322,"萧县",3413,34,"Xiao County"
341323,"灵璧县",3413,34,"Ling Bi County"
341324,"泗县",3413,34,"Si County"
341502,"金安区",3415,34,"Jin An District"
341503,"裕安区",3415,34,"Yu An District"
341504,"叶集区",3415,34,"Xie Ji District"
341522,"霍邱县",3415,34,"Huo Qiu County"
341523,"舒城县",3415,34,"Shu Cheng County"
341524,"金寨县",3415,34,"Jin Zhai County"
341622,"蒙城县",3416,34,"Meng Cheng County"
341623,"利辛县",3416,34,"Li Xin County"
341702,"贵池区",3417,34,"Gui Chi District"
341721,"东至县",3417,34,"Dong Zhi County"
341722,"石台县",3417,34,"Shi Tai County"
341723,"青阳县",3417,34,"Qing Yang County"
341802,"宣州区",3418,34,"Xuan Zhou District"
341821,"郎溪县",3418,34,"Lang Xi County"
341822,"广德县",3418,34,"Guang De County"
341823,"泾县",3418,34,"Jing County"
341824,"绩溪县",3418,34,"Ji Xi County"
341825,"旌德县",3418,34,"Jing De County"
341881,"宁国市",3418,34,"Ning Guo City"
350102,"鼓楼区",3501,35,"Gu Lou District"
350103,"台江区",3501,35,"Tai Jiang District"
350104,"仓山区",3501,35,"Cang Shan District"
350105,"马尾区",3501,35,"Ma Wei District"
350111,"晋安区",3501,35,"Jin An District"
350121,"闽侯县",3501,35,"Min Hou County"
350122,"连江县",3501,35,"Lian Jiang County"
350123,"罗源县",3501,35,"Luo Yuan County"
350124,"闽清县",3501,35,"Min Qing County"
350125,"永泰县",3501,35,"Yong Tai County"
350128,"平潭县",3501,35,"Ping Tan County"
350181,"福清市",3501,35,"Fu Qing City"
350182,"长乐市",3501,35,"Chang Le City"
350203,"思明区",3502,35,"Si Ming District"
350205,"海沧区",3502,35,"Hai Cang District"
350206,"湖里区",3502,35,"Hu Li District"
350211,"集美区",3502,35,"Ji Mei District"
350212,"同安区",3502,35,"Tong An District"
350213,"翔安区",3502,35,"Xiang An District"
350302,"城厢区",3503,35,"Cheng Xiang District"
350303,"涵江区",3503,35,"Han Jiang District"
350304,"荔城区",3503,35,"Li Cheng District"
350305,"秀屿区",3503,35,"Xiu Yu District"
350322,"仙游县",3503,35,"Xian You County"
350402,"梅列区",3504,35,"Mei Lie District"
350403,"三元区",3504,35,"San Yuan District"
350421,"明溪县",3504,35,"Ming Xi County"
350423,"清流县",3504,35,"Qing Liu County"
350424,"宁化县",3504,35,"Ning Hua County"
350425,"大田县",3504,35,"Da Tian County"
350426,"尤溪县",3504,35,"You Xi County"
350427,"沙县",3504,35,"Sha County"
350428,"将乐县",3504,35,"Jiang Le County"
350429,"泰宁县",3504,35,"Tai Ning County"
350430,"建宁县",3504,35,"Jian Ning County"
350481,"永安市",3504,35,"Yong An City"
350502,"鲤城区",3505,35,"Li Cheng District"
350503,"丰泽区",3505,35,"Feng Ze District"
350504,"洛江区",3505,35,"Luo Jiang District"
350505,"泉港区",3505,35,"Quan Gang District"
350521,"惠安县",3505,35,"Hui An County"
350524,"安溪县",3505,35,"An Xi County"
350525,"永春县",3505,35,"Yong Chun County"
350526,"德化县",3505,35,"De Hua County"
350527,"金门县",3505,35,"Jin Men County"
350581,"石狮市",3505,35,"Shi Shi City"
350582,"晋江市",3505,35,"Jin Jiang City"
350583,"南安市",3505,35,"Nan An City"
350602,"芗城区",3506,35,"Xiang Cheng District"
350603,"龙文区",3506,35,"Long Wen District"
350622,"云霄县",3506,35,"Yun Xiao County"
350623,"漳浦县",3506,35,"Zhang Pu County"
350624,"诏安县",3506,35,"Zhao An County"
350625,"长泰县",3506,35,"Chang Tai County"
350626,"东山县",3506,35,"Dong Shan County"
350627,"南靖县",3506,35,"Nan Jing County"
350628,"平和县",3506,35,"Ping He County"
350629,"华安县",3506,35,"Hua An County"
350681,"龙海市",3506,35,"Long Hai City"
350702,"延平区",3507,35,"Yan Ping District"
350703,"建阳区",3507,35,"Jian Yang District"
350721,"顺昌县",3507,35,"Shun Chang County"
350722,"浦城县",3507,35,"Pu Cheng County"
350723,"光泽县",3507,35,"Guang Ze County"
350724,"松溪县",3507,35,"Song Xi County"
350725,"政和县",3507,35,"Zheng He County"
350781,"邵武市",3507,35,"Shao Wu City"
350782,"武夷山市",3507,35,"Wu Yi Shan City"
350783,"建瓯市",3507,35,"Jian Ou City"
350802,"新罗区",3508,35,"Xin Luo District"
350803,"永定区",3508,35,"Yong Ding District"
350821,"长汀县",3508,35,"Chang Ting County"
350823,"上杭县",3508,35,"Shang Hang County"
350824,"武平县",3508,35,"Wu Ping County"
350825,"连城县",3508,35,"Lian Cheng County"
350881,"漳平市",3508,35,"Zhang Ping City"
350902,"蕉城区",3509,35,"Jiao Cheng District"
350921,"霞浦县",3509,35,"Xia Pu County"
350922,"古田县",3509,35,"Gu Tian County"
350923,"屏南县",3509,35,"Ping Nan County"
350924,"寿宁县",3509,35,"Shou Ning County"
350925,"周宁县",3509,35,"Zhou Ning County"
350926,"柘荣县",3509,35,"Zhe Rong County"
350981,"福安市",3509,35,"Fu An City"
350982,"福鼎市",3509,35,"Fu Ding City"
360102,"东湖区",3601,36,"Dong Hu District"
360103,"西湖区",3601,36,"Xi Hu District"
360104,"青云谱区",3601,36,"Qing Yun Pu District"
360105,"湾里区",3601,36,"Wan Li District"
360111,"青山湖区",3601,36,"Qing Shan Hu District"
360112,"新建区",3601,36,"Xin Jian District"
360121,"南昌县",3601,36,"Nan Chang County"
360123,"安义县",3601,36,"An Yi County"
360124,"进贤县",3601,36,"Jin Xian County"
360202,"昌江区",3602,36,"Chang Jiang District"
360203,"珠山区",3602,36,"Zhu Shan District"
360222,"浮梁县",3602,36,"Fu Liang County"
360281,"乐平市",3602,36,"Le Ping City"
360302,"安源区",3603,36,"An Yuan District"
360313,"湘东区",3603,36,"Xiang Dong District"
360321,"莲花县",3603,36,"Lian Hua County"
360322,"上栗县",3603,36,"Shang Li County"
360323,"芦溪县",3603,36,"Lu Xi County"
360402,"濂溪区",3604,36,"Lu Shan District"
360403,"浔阳区",3604,36,"Xun Yang District"
360421,"九江县",3604,36,"Jiu Jiang County"
360423,"武宁县",3604,36,"Wu Ning County"
360424,"修水县",3604,36,"Xiu Shui County"
360425,"永修县",3604,36,"Yong Xiu County"
360426,"德安县",3604,36,"De An County"
